review_date,review_title,author_active,location,overall_rating,recommends,outlook,review_text,pros,cons
2015-10-14,Commercial Real Estate Equity Portfolio Analyst,Current Employee - Anonymous Employee,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,"- Flexible hours - good work, life balance
- competitive pay 
-annual bonus
-PTO 
-good insurance
-able to move around in company easily",-Workout facilities are not great
2015-10-12,Recommend,Investment Operations Intern,"Des Moines, IA",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group ,"Great atmosphere
Many other interns to network with","Long walk for interns, but can be expected"
2015-10-11,IT Business Analysis,Current Employee - Anonymous Employee,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 8 years,"Solid Business Ethics
Integrity of Senior Management
Clear Strategy and Vision","Ordinary implementation of IT strategy and vision
No Innovation and Risk taking"
2015-10-08,Intern,,NA,5.0,NA,NA,I worked at Principal Financial Group ,It was great for a baseline internship,"N/A, no complaints for me"
2015-10-07,Worker their since 2005,Former Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time,Good company with a good reputation in the industry,Agency experiences vary by location and agency head
2015-10-06,claims,Current Employee - Claims Analyst,"Des Moines, IA",4.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time,"Great benefits, 401k, medical, paid time off","The goals were not easy to achieve,"
2015-10-05,One of the best company to work for,,NA,5.0,Recommends,Positive Outlook,I worked at Principal Financial Group ,"Work - life balance. Better salary than competitors, great people to work with",Promotions take time which does not go well with deserving candidates
2015-09-30,Pfg,,NA,4.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,The flexibility you recieve as and employee is great. The dress code isn't to uptight,The work is fairly easy. If you want a more challenging environment i would go somewhere else.
2015-10-11,Good if you dont want to work,Current Employee - Business Analyst,Almeirim,3.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time,"1. Free cab facility. Ac cabs during summer. 
2. Excellent WLB. 
3. Good place if youbare good at extra curricular activies.
4. Compensation above industry standards. Try to negotiate well if you are going to join since it provides very attractive packages. Also ask for joining bonus.
5. Gratuity paid after 2 years.This you will find in no other conpany.","1. No quality work for inda. No domain.
2. Roles and responsibilies are not well defined.
3. Inefficient management.
4. Unskilled leaders. Want to do agile without any knowledge.
5. Biased ratings. Only buttering works.
6.No flexibility due to absence of work from home.
7. Late sitting since client belong to USA."
2015-10-25,The worst company i have ever worked for.,Former Employee - Anonymous Employee,NA,1.0,NA,NA,I worked at Principal Financial Group full-time for less than a year,The office was in a nice building.,"Salary, lack of professionalism, lack of respect."
2015-10-24,Unorganized,Former Employee - Anonymous Employee,"Grand Rapids, MI",1.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group full-time for less than a year,Talk a good game on the front end but once your in the door the story is much different,Conflicts of interest and favoritism
2015-10-01,ok company,,NA,2.0,Approves of CEO,NA,I have been working at Principal Financial Group ,good ceo. good salaries. good work life balance.,"difficult to move up unless you have a connection, are female or are a foreigner."
2015-09-21,Unspecified,,"Des Moines, IA",3.0,Approves of CEO,NA,I have been working at Principal Financial Group  for less than a year,"benefits, retirement plan, and you find supportive people internally from other departments, development events and PTO is a plus!","management is horrible! the leader from my department is not very supportive and the work environment is not friendly nor caring about or development.  unfortunately, is very hard to move to another position, because there is a lot of lack from support from the leader. Also, from my personal experience, I LOVED the company and really did put a lot of effort into my work and everything and it was NOT appreciated. So,... overall a big lack of understanding and support from leader.... gossip and terrible work enviornment and felt bullied!!!!"
2015-09-12,great company,Current Employee - Anonymous Employee,NA,5.0,NA,NA,I have been working at Principal Financial Group full-time for more than 10 years,benefits and work life balance are exceptional compared to other companies I have worked.  It is the main reason people stay with PFG.,long tenured employees who can be resistant to change.  A lot of the upper management has been with the company for several decades.
